Release_Date,Title,Popularity,Vote_Count,Vote_Average,Genre,Vote_Group,Release_Year
08-01-2010,Leap Year,40.318,1668,6.9,"['Romance', 'Comedy']",Medium,2010
14-08-2014,"As Above, So Below",40.317,2612,6.7,"['Horror', 'Thriller']",Medium,2014
15-07-1988,Die Hard,40.273,8950,7.7,"['Action', 'Thriller']",High,1988
21-04-2006,Silent Hill,40.257,3317,6.5,"['Horror', 'Mystery']",Medium,2006
04-12-2015,One Punch Man: Road to Hero,40.244,110,8.1,"['Action', 'Animation']",High,2015
07-12-2001,Not Another Teen Movie,40.226,1563,5.7,['Comedy'],Medium,2001
14-12-1984,Dune,40.193,2124,6.2,"['Action', 'ScienceFiction', 'Adventure']",Medium,1984
17-09-2007,Barbie as the Island Princess,40.136,559,7.2,"['Animation', 'Family']",High,2007
04-04-2014,Bermuda Tentacles,40.099,57,4,['ScienceFiction'],Low,2014
05-08-2003,Freaky Friday,40.098,3009,6.4,"['Comedy', 'Family', 'Romance', 'Fantasy']",Medium,2003
29-03-2021,Barb & Star Go to Vista Del Mar,40.094,131,5.8,['Comedy'],Medium,2021
07-11-2021,Father Christmas Is Back,40.093,91,4.8,"['Comedy', 'Family']",Low,2021
14-07-1995,The Indian in the Cupboard,40.079,473,6.4,"['Adventure', 'Family', 'Fantasy']",Medium,1995
13-10-2021,The Worst Person in the World,40.055,233,7.7,"['Comedy', 'Drama', 'Romance']",High,2021
24-09-2009,Killer Bean Forever,40.029,106,7.1,"['Action', 'Animation', 'Crime', 'Thriller']",High,2009
05-10-2017,Desire,40.017,109,5.8,"['Romance', 'Drama']",Medium,2017
19-11-2015,Sexo salvaje,40.009,8,6.6,"['Romance', 'Drama']",Medium,2015
18-07-1987,Saint Seiya: Evil Goddess Eris,40.005,153,7.1,"['Action', 'Animation', 'Fantasy']",High,1987
04-07-2013,Man of Tai Chi,39.995,688,6,"['Action', 'Drama']",Medium,2013
12-11-2013,Homefront,39.987,2783,7,"['Action', 'Thriller']",Medium,2013
12-11-1997,Alien Resurrection,39.985,3742,6.1,"['ScienceFiction', 'Horror', 'Action']",Medium,1997
16-01-2015,The Wedding Ringer,39.979,1331,6.5,['Comedy'],Medium,2015
22-01-2004,The Butterfly Effect,39.974,5944,7.5,"['ScienceFiction', 'Thriller']",High,2004
27-03-2014,The Raid 2,39.957,1815,7.6,"['Action', 'Crime', 'Thriller']",High,2014
12-06-2013,This Is the End,39.945,5295,6.2,"['Action', 'Comedy']",Medium,2013
12-08-2010,Scott Pilgrim vs. the World,39.933,6215,7.4,"['Action', 'Comedy', 'Fantasy', 'Romance']",High,2010
04-11-2009,A Christmas Carol,39.916,3732,6.9,"['Animation', 'Family', 'Drama', 'Fantasy']",Medium,2009
09-08-2011,The Help,39.913,6085,8.2,['Drama'],High,2011
11-11-2011,Jack and Jill,39.892,1713,4.3,['Comedy'],Low,2011
03-09-2021,Happier Than Ever: A Love Letter to Los Angeles,39.885,83,8,['Music'],High,2021
09-10-2014,St. Vincent,39.883,1541,7.1,['Comedy'],High,2014
16-06-2012,Blue Lagoon: The Awakening,39.858,1171,6.5,"['Drama', 'Adventure', 'Romance', 'TVMovie']",Medium,2012
25-04-1985,The Return of the Living Dead,39.841,1283,7.2,"['Comedy', 'Horror']",High,1985
02-10-2010,Life As We Know It,39.836,2678,6.9,"['Comedy', 'Romance', 'Drama']",Medium,2010
01-01-2019,No Mercy,39.822,85,7.1,"['Action', 'Crime', 'Thriller', 'Mystery']",High,2019
25-09-2008,Eagle Eye,39.808,2316,6.4,"['Mystery', 'Thriller', 'Action']",Medium,2008
25-12-2018,Checkered Ninja,39.796,149,7.3,"['Animation', 'Comedy', 'Adventure', 'Fantasy', 'Family']",High,2018
06-12-2016,Collateral Beauty,39.768,4808,7.3,"['Drama', 'Romance']",High,2016
15-01-2010,The Spy Next Door,39.767,1029,5.8,"['Action', 'Comedy', 'Family']",Medium,2010
02-06-2001,Atlantis: The Lost Empire,39.755,3834,6.9,"['Animation', 'Family', 'Adventure', 'ScienceFiction']",Medium,2001
21-10-1988,The Bear,39.741,345,6.9,"['Adventure', 'Drama', 'Family']",Medium,1988
12-10-2007,Elite Squad,39.739,1728,8.1,"['Drama', 'Action', 'Crime']",High,2007
20-11-1998,The Rugrats Movie,39.73,457,6.2,"['Family', 'Animation', 'Comedy', 'Adventure']",Medium,1998
26-01-2006,Blood Diamond,39.729,6111,7.5,"['Drama', 'Thriller', 'Action']",High,2006
14-02-2008,The Spiderwick Chronicles,39.708,2127,6.6,"['Family', 'Adventure', 'Fantasy', 'Drama']",Medium,2008
11-04-2012,Battleship,39.699,4558,5.8,"['Thriller', 'Action', 'Adventure', 'ScienceFiction']",Medium,2012
27-01-2015,Justice League: Throne of Atlantis,39.697,704,7.1,"['ScienceFiction', 'Action', 'Animation', 'Adventure']",High,2015
03-08-2005,Transporter 2,39.697,2819,6.3,"['Action', 'Thriller', 'Crime']",Medium,2005
20-10-2016,Ouija: Origin of Evil,39.687,2016,6.1,"['Horror', 'Thriller']",Medium,2016
14-04-2005,The Amityville Horror,39.682,1741,6.1,['Horror'],Medium,2005
26-02-1988,Bloodsport,39.665,1327,7,"['Action', 'Drama']",Medium,1988
24-05-2000,Mission: Impossible II,39.663,5179,6.1,"['Adventure', 'Action', 'Thriller']",Medium,2000
01-08-1986,Friday the 13th Part VI: Jason Lives,39.638,832,6.2,"['Horror', 'Mystery', 'Thriller']",Medium,1986
10-02-2004,Kung Fu Hustle,39.622,2061,7.4,"['Action', 'Comedy', 'Crime', 'Fantasy']",High,2004
29-09-2021,Friendzone,39.62,174,6.2,"['Romance', 'Comedy']",Medium,2021
08-08-2019,Scary Stories to Tell in the Dark,39.607,2078,6.5,"['Horror', 'Thriller']",Medium,2019
27-07-2016,Jason Bourne,39.606,4836,6.3,"['Action', 'Thriller']",Medium,2016
18-03-2022,Deep Water,39.591,0,0,"['Drama', 'Romance', 'Thriller']",,2022
21-10-2011,La leyenda de la Llorona,39.591,174,7.7,"['Family', 'Animation']",High,2011
02-08-2018,The Little Mermaid,39.578,758,5,"['Family', 'Adventure', 'Fantasy', 'Romance', 'Drama']",Low,2018
28-03-2013,We Are the Nobles,39.566,384,7.9,['Comedy'],High,2013
07-11-2008,Role Models,39.548,1453,6.5,['Comedy'],Medium,2008
24-02-2011,Drive Angry,39.543,1474,5.5,"['Fantasy', 'Thriller', 'Action', 'Crime']",Medium,2011
26-03-2010,Nanny McPhee and the Big Bang,39.534,1494,6.3,"['Comedy', 'Fantasy', 'Family']",Medium,2010
24-10-2019,Bayala: A Magical Adventure,39.521,16,5.8,"['Adventure', 'Animation', 'Family', 'Fantasy']",Medium,2019
08-10-2014,The Judge,39.511,3370,7.3,['Drama'],High,2014
23-06-2017,Animal Crackers,39.495,141,6.3,"['Comedy', 'Animation', 'Adventure']",Medium,2017
14-05-2021,Ferry,39.493,149,6.8,"['Action', 'Crime', 'Drama']",Medium,2021
07-01-2022,The Legend of La Llorona,39.474,14,5.9,"['Horror', 'Thriller']",Medium,2022
28-03-2014,Sabotage,39.464,1143,5.6,"['Action', 'Drama', 'Thriller', 'Crime']",Medium,2014
15-06-2017,Rough Night,39.445,1728,5.7,"['Drama', 'Comedy']",Medium,2017
05-07-1980,The Blue Lagoon,39.442,1420,6.2,"['Romance', 'Adventure']",Medium,1980
16-08-2018,Mile 22,39.441,1782,6.2,"['Action', 'Thriller']",Medium,2018
19-08-2021,Reminiscence,39.419,1090,6.9,"['ScienceFiction', 'Mystery']",Medium,2021
07-08-2010,Titanic II,39.402,295,4.9,"['Action', 'Adventure', 'Thriller']",Low,2010
28-01-2022,The Grandmother,39.392,12,6.9,['Horror'],Medium,2022
04-02-2015,It Follows,39.391,5112,6.6,"['Horror', 'Mystery']",Medium,2015
27-06-2013,Independence Daysaster,39.383,63,4.5,"['Action', 'ScienceFiction']",Low,2013
22-08-2008,Death Race,39.383,3006,6.2,"['Action', 'Thriller', 'ScienceFiction']",Medium,2008
01-05-2009,Ghosts of Girlfriends Past,39.329,1927,5.9,"['Fantasy', 'Comedy', 'Romance']",Medium,2009
09-09-2005,The Exorcism of Emily Rose,39.329,2205,6.5,"['Crime', 'Drama', 'Horror', 'Thriller']",Medium,2005
19-08-2016,Kizumonogatari Part 2: Nekketsu,39.323,130,8.1,"['Animation', 'Fantasy', 'Mystery']",High,2016
05-03-2013,The Marine 3: Homefront,39.318,147,6.3,['Action'],Medium,2013
14-07-2021,The Guide to the Perfect Family,39.254,81,6.5,"['Comedy', 'Drama']",Medium,2021
12-11-2021,14 Peaks: Nothing Is Impossible,39.25,152,7.5,['Documentary'],High,2021
26-06-2009,Evangelion: 2.0 You Can (Not) Advance,39.25,581,7.9,"['Animation', 'ScienceFiction', 'Action', 'Drama']",High,2009
07-12-2001,Ocean's Eleven,39.227,9543,7.4,"['Thriller', 'Crime']",High,2001
04-07-1995,Leprechaun 3,39.208,211,5.9,"['Comedy', 'Fantasy', 'Horror']",Medium,1995
24-10-1978,Halloween,39.207,4104,7.6,"['Horror', 'Thriller']",High,1978
03-10-2014,Left Behind,39.203,1073,4.2,"['Thriller', 'Action', 'ScienceFiction']",Low,2014
06-10-2009,Splice,39.189,1722,5.8,"['Horror', 'Thriller', 'ScienceFiction']",Medium,2009
22-03-2016,Batman: Bad Blood,39.175,618,7.2,"['ScienceFiction', 'Action', 'Animation']",High,2016
12-05-2021,Oxygen,39.174,956,6.6,"['ScienceFiction', 'Thriller', 'Horror']",Medium,2021
23-07-1988,Saint Seiya: Legend of Crimson Youth,39.159,134,7.5,"['Action', 'Animation', 'Fantasy']",High,1988
02-09-2021,Afterlife of the Party,39.156,331,6.9,"['Fantasy', 'Comedy', 'Drama']",Medium,2021
16-07-2010,The Secret World of Arrietty,39.151,2138,7.6,"['Fantasy', 'Animation', 'Family']",High,2010
04-09-2013,About Time,39.13,6761,7.9,"['Drama', 'Romance', 'Fantasy']",High,2013
28-02-2013,Stoker,39.126,1827,6.6,"['Drama', 'Horror', 'Thriller']",Medium,2013
27-01-2015,The Witch,39.068,5316,6.9,"['Drama', 'Fantasy', 'Horror', 'Mystery']",Medium,2015
07-11-2014,Skin Trade,39.053,183,6,"['Thriller', 'Action', 'Drama']",Medium,2014
16-04-2004,Kill Bill: Vol. 2,39.02,11494,7.9,"['Action', 'Crime', 'Thriller']",High,2004
01-09-2020,The Boss Baby: Get That Baby!,39.015,40,6.9,"['Comedy', 'Family', 'Animation']",Medium,2020
30-03-1988,Beetlejuice,39,5302,7.4,"['Fantasy', 'Comedy']",High,1988
12-01-1990,Leatherface: The Texas Chainsaw Massacre III,38.993,355,5.3,['Horror'],Medium,1990
03-10-2017,The Outlaws,38.962,168,7.8,"['Crime', 'Action']",High,2017
19-03-1991,The Last Boy Scout,38.955,1403,6.8,"['Action', 'Thriller']",Medium,1991
09-09-2005,Green Street Hooligans,38.945,1866,7.2,"['Crime', 'Drama']",High,2005
20-06-2007,Live Free or Die Hard,38.91,4732,6.6,"['Action', 'Thriller']",Medium,2007
14-02-2018,I Can Only Imagine,38.888,358,7.5,"['Music', 'Drama']",High,2018
17-07-2015,Trainwreck,38.888,2257,5.8,"['Comedy', 'Romance']",Medium,2015
29-09-2009,Superman/Batman: Public Enemies,38.864,476,7,"['ScienceFiction', 'Animation', 'Action', 'Adventure', 'Family']",Medium,2009
01-11-2019,The Irishman,38.837,5246,7.6,"['Crime', 'Drama', 'History']",High,2019
13-03-2007,Barbie Fairytopia: Magic of the Rainbow,38.837,343,6.8,"['Animation', 'Family', 'Fantasy', 'Romance']",Medium,2007
21-11-2007,Hitman,38.827,2621,6.1,"['Action', 'Thriller', 'Drama']",Medium,2007
07-10-2020,Sky Sharks,38.817,54,5.2,"['Horror', 'ScienceFiction', 'Comedy']",Medium,2020
13-05-2021,Finding You,38.812,45,6.5,"['Romance', 'Drama']",Medium,2021
20-07-2013,The Wind Rises,38.789,2179,7.8,"['Family', 'Drama', 'Animation', 'War', 'History', 'Romance']",High,2013
13-09-2012,Barbie: The Princess & The Popstar,38.788,469,7.1,"['Family', 'Animation']",High,2012
16-10-2008,Sex Drive,38.743,1011,6.3,"['Comedy', 'Adventure', 'Romance']",Medium,2008
31-07-1991,Double Impact,38.741,763,6,"['Thriller', 'Action', 'Crime', 'Drama']",Medium,1991
02-06-1989,Dead Poets Society,38.74,8927,8.3,['Drama'],High,1989
07-07-2016,Star Trek Beyond,38.739,5645,6.8,"['Action', 'Adventure', 'ScienceFiction']",Medium,2016
09-04-2021,Sugar Daddy,38.726,22,6.2,['Drama'],Medium,2021
27-06-2003,Charlie's Angels: Full Throttle,38.715,2508,5.4,"['Action', 'Adventure', 'Comedy']",Medium,2003
26-01-2006,Bambi II,38.705,784,6.5,"['Animation', 'Drama', 'Family']",Medium,2006
03-08-2012,ParaNorman,38.654,2035,6.9,"['Family', 'Animation', 'Adventure', 'Comedy']",Medium,2012
12-12-2000,Batman Beyond: Return of the Joker,38.653,693,7.4,"['Animation', 'Family', 'Action', 'ScienceFiction']",High,2000
01-01-2020,Invasion,38.635,616,6.9,"['ScienceFiction', 'Drama', 'Romance', 'Action']",Medium,2020
19-11-2021,A House on the Bayou,38.633,24,5.8,"['Horror', 'Thriller']",Medium,2021
10-07-2008,Journey to the Center of the Earth,38.631,3964,6,"['Action', 'ScienceFiction', 'Adventure', 'Comedy', 'Family']",Medium,2008
13-04-1984,Friday the 13th: The Final Chapter,38.614,940,6.1,['Horror'],Medium,1984
03-03-2008,Horton Hears a Who!,38.574,2670,6.5,"['Animation', 'Comedy', 'Family', 'Adventure', 'Fantasy']",Medium,2008
28-06-2005,War of the Worlds,38.546,6742,6.5,"['Adventure', 'Thriller', 'ScienceFiction']",Medium,2005
06-03-2017,How to Be a Latin Lover,38.537,520,6.9,['Comedy'],Medium,2017
20-05-1994,The Return of Jafar,38.519,2381,6.1,"['Family', 'Adventure', 'Animation', 'Romance']",Medium,1994
19-05-1995,Die Hard: With a Vengeance,38.518,4898,7.2,"['Action', 'Thriller']",High,1995
21-07-2019,Lego DC Batman: Family Matters,38.517,98,7,"['Animation', 'Family', 'Action', 'Comedy']",Medium,2019
07-10-1962,Dr. No,38.497,2717,7,"['Adventure', 'Action', 'Thriller']",Medium,1962
08-01-2020,Underwater,38.49,2358,6.3,"['Action', 'Horror', 'ScienceFiction', 'Thriller']",Medium,2020
03-06-2010,High School,38.45,111,5.8,['Comedy'],Medium,2010
04-02-2010,From Paris with Love,38.441,1587,6.2,"['Action', 'Crime', 'Thriller']",Medium,2010
05-03-2015,Superfast!,38.423,286,5,"['Comedy', 'Action']",Low,2015
29-09-2017,The Ash Lad: In the Hall of the Mountain King,38.419,218,6.6,"['Adventure', 'Fantasy']",Medium,2017
30-04-2010,A Nightmare on Elm Street,38.399,2187,5.5,"['Horror', 'Mystery', 'Thriller']",Medium,2010
19-05-2017,Time Trap,38.39,762,6.1,"['ScienceFiction', 'Adventure']",Medium,2017
05-10-2016,The Girl on the Train,38.362,4942,6.4,"['Crime', 'Drama', 'Mystery', 'Thriller']",Medium,2016
25-10-2018,Euphoria,38.357,179,6.5,['Drama'],Medium,2018
06-10-2021,Fever Dream,38.342,83,6,"['Thriller', 'Drama', 'Mystery', 'Horror']",Medium,2021
28-07-1989,Friday the 13th Part VIII: Jason Takes Manhattan,38.328,734,5,"['Horror', 'Thriller']",Low,1989
14-09-2013,"Love, Chunibyo & Other Delusions! Rikka Version",38.31,59,7,"['Comedy', 'Animation', 'Drama', 'Romance']",Medium,2013
09-08-2013,Planes,38.3,1335,5.9,"['Animation', 'Family', 'Adventure', 'Comedy']",Medium,2013
12-03-2021,Yes Day,38.292,798,6.9,"['Comedy', 'Family']",Medium,2021
30-10-2020,Spell,38.263,260,6.4,"['Thriller', 'Horror']",Medium,2020
27-08-2020,The Owners,38.261,231,5.8,"['Thriller', 'Horror']",Medium,2020
17-06-2017,The Irregular at Magic High School: The Girl Who Summons the Stars,38.26,36,6,"['ScienceFiction', 'Action', 'Animation', 'Fantasy']",Medium,2017
05-09-2014,Big Game,38.255,943,5.5,"['Action', 'Adventure', 'Thriller']",Medium,2014
28-02-2014,Son of God,38.252,227,6.8,['Drama'],Medium,2014
08-12-2004,Blade: Trinity,38.246,3101,5.9,"['Action', 'Horror', 'Fantasy']",Medium,2004
16-06-2006,Nacho Libre,38.228,1217,6.3,"['Comedy', 'Family']",Medium,2006
12-02-2016,The Last King,38.22,190,5.7,"['Action', 'Adventure', 'Drama', 'History']",Medium,2016
03-11-2018,Godzilla: The Planet Eater,38.218,219,6.5,"['Animation', 'ScienceFiction', 'Action', 'Adventure', 'Fantasy']",Medium,2018
10-03-2022,The Contractor,38.131,2,5,"['Action', 'Thriller']",Low,2022
15-05-2013,Epic,38.131,2274,6.5,"['Animation', 'Adventure', 'Family', 'Fantasy']",Medium,2013
02-12-2021,Toys of Terror,38.127,4,6.3,['Horror'],Medium,2021
30-06-2013,Assault on Wall Street,38.11,382,5.9,"['Drama', 'Thriller', 'Action']",Medium,2013
19-06-2019,Child's Play,38.097,1507,6,['Horror'],Medium,2019
31-10-2012,A Werewolf Boy,38.068,199,7.7,"['Romance', 'Fantasy']",High,2012
29-06-2007,The Secret of the Magic Gourd,38.068,86,7.3,"['Drama', 'Family', 'Fantasy']",High,2007
31-10-2020,LEGO Hidden Side: Night of the Harbinger,38.066,3,5.2,['Animation'],Medium,2020
07-04-2016,Phantom of the Kill: Zero's Rebellion,38.022,4,6.8,"['Action', 'Adventure', 'Animation', 'Fantasy', 'Mystery']",Medium,2016
11-06-2008,The Happening,38.013,2725,5.3,"['Thriller', 'ScienceFiction']",Medium,2008
06-11-2020,461 Days of Bento: A Promise Between Father and Son,38.002,2,5,"['Drama', 'Family']",Low,2020
20-05-1996,Aladdin and the King of Thieves,37.97,1550,6.3,"['Adventure', 'Animation', 'Family']",Medium,1996
28-01-2019,Sweetheart,37.968,236,6.5,"['Horror', 'Thriller']",Medium,2019
22-09-1995,The Return of the Texas Chainsaw Massacre,37.955,399,4.2,['Horror'],Low,1995
27-08-2016,Don't Kill It,37.942,160,6.2,"['Fantasy', 'Horror']",Medium,2016
14-03-2001,Enemy at the Gates,37.942,2763,7.4,"['Drama', 'War', 'History']",High,2001
15-10-2010,Scooby-Doo! Curse of the Lake Monster,37.938,396,6.2,"['Mystery', 'Fantasy', 'Comedy', 'Adventure']",Medium,2010
10-03-2012,Iron Sky,37.937,1274,5.7,"['Action', 'Comedy', 'ScienceFiction']",Medium,2012
01-11-1985,A Nightmare on Elm Street Part 2: Freddy's Revenge,37.908,1351,5.8,['Horror'],Medium,1985
05-06-2008,You Don't Mess with the Zohan,37.905,2997,5.7,"['Comedy', 'Action']",Medium,2008
30-07-2021,The Most Beautiful Boy in the World,37.896,17,7.4,['Documentary'],High,2021
12-08-2004,AVP: Alien vs. Predator,37.87,3415,5.9,"['Adventure', 'ScienceFiction', 'Action', 'Horror']",Medium,2004
22-01-2021,The Sadness,37.867,17,6.4,"['Thriller', 'Horror']",Medium,2021
14-06-2010,Unthinkable,37.856,918,6.7,"['Drama', 'Thriller']",Medium,2010
10-05-2013,The Great Gatsby,37.848,10285,7.4,"['Drama', 'Romance']",High,2013
26-01-2006,Big Momma's House 2,37.822,1281,5.7,"['Comedy', 'Crime']",Medium,2006
21-08-2020,The Unfamiliar,37.812,66,6,"['Thriller', 'Horror']",Medium,2020
24-11-2011,Ice Age: A Mammoth Christmas,37.81,508,6.4,"['Animation', 'Family', 'TVMovie']",Medium,2011
03-03-2007,5 Centimeters per Second,37.808,1449,7.3,"['Animation', 'Drama', 'Romance']",High,2007
20-04-2018,Inuyashiki,37.801,108,7.7,"['Action', 'Adventure', 'ScienceFiction', 'Fantasy']",High,2018
02-03-2018,Death Wish,37.794,2104,6.1,"['Action', 'Crime', 'Drama', 'Thriller']",Medium,2018
24-10-2009,I Give My First Love to You,37.794,80,7.4,"['Drama', 'Comedy', 'Romance']",High,2009
12-11-2016,In This Corner of the World,37.793,432,8.1,"['Drama', 'Animation', 'Romance', 'War', 'History']",High,2016
24-03-2017,Daytime Shooting Star,37.787,52,7.8,['Romance'],High,2017
21-01-1981,The Howling,37.783,530,6.5,['Horror'],Medium,1981
05-12-2003,The Last Samurai,37.763,5462,7.5,"['Drama', 'Action', 'War', 'History']",High,2003
24-01-2008,Meet the Spartans,37.75,1291,4,['Comedy'],Low,2008
13-02-1991,Paprika,37.713,267,7,['Drama'],Medium,1991
18-10-2019,The Lighthouse,37.681,3225,7.5,"['Drama', 'Fantasy', 'Thriller', 'Horror']",High,2019
26-08-2004,Anacondas: The Hunt for the Blood Orchid,37.678,713,5.4,"['Adventure', 'Action', 'Horror', 'Thriller']",Medium,2004
24-04-2008,Outlander,37.658,961,6.4,"['Fantasy', 'Action', 'ScienceFiction']",Medium,2008
14-11-2019,Charlie's Angels,37.656,2381,6.6,"['Action', 'Adventure', 'Comedy', 'ScienceFiction']",Medium,2019
06-10-2016,Mine,37.643,1075,6.6,['Thriller'],Medium,2016
11-01-1982,"Love, Strange Love",37.624,35,5.8,['Drama'],Medium,1982
22-10-2020,The Empty Man,37.606,380,6.1,"['Horror', 'Mystery', 'Thriller']",Medium,2020
27-03-2019,Dumbo,37.602,3709,6.7,"['Family', 'Fantasy', 'Adventure']",Medium,2019
10-10-1963,From Russia with Love,37.596,2220,7.1,"['Action', 'Thriller', 'Adventure']",High,1963
16-11-1990,Rocky V,37.595,2424,5.7,['Drama'],Medium,1990
05-12-2021,The Tragedy of Macbeth,37.585,312,7,"['Drama', 'War']",Medium,2021
04-12-2010,Bleach the Movie: Hell Verse,37.579,116,7.3,"['Action', 'Animation', 'Fantasy', 'Adventure']",High,2010
16-09-2021,Cry Macho,37.569,541,6.2,"['Western', 'Drama']",Medium,2021
16-07-1993,Free Willy,37.557,1430,6.2,"['Family', 'Adventure', 'Drama']",Medium,1993
12-12-2013,Odnoklassniki.ru: The Magic Laptop,37.543,15,3.6,"['Comedy', 'Romance']",Low,2013
21-10-1988,Halloween 4: The Return of Michael Myers,37.538,1110,6.1,"['Horror', 'Thriller']",Medium,1988
29-03-2012,Sinister,37.531,4293,6.8,"['Horror', 'Thriller', 'Mystery']",Medium,2012
22-03-2002,Blade II,37.53,3753,6.5,"['Fantasy', 'Horror', 'Action', 'Thriller']",Medium,2002
19-11-2021,C'mon C'mon,37.495,140,7.7,['Drama'],High,2021
17-03-2005,The Ring Two,37.476,1843,5.7,"['Drama', 'Horror', 'Thriller']",Medium,2005
19-11-1999,Sleepy Hollow,37.445,5399,7.1,"['Drama', 'Fantasy', 'Thriller', 'Mystery', 'Horror']",High,1999
13-12-2002,The Hot Chick,37.444,1549,6.3,"['Comedy', 'Fantasy']",Medium,2002
20-02-2020,Brahms: The Boy II,37.415,967,6,"['Horror', 'Mystery', 'Thriller']",Medium,2020
31-08-2017,Escape Room,37.407,147,5,"['Horror', 'Thriller', 'Fantasy']",Low,2017
15-04-2004,The Punisher,37.403,2180,6.3,"['Action', 'Crime', 'Drama']",Medium,2004
29-12-1995,Twelve Monkeys,37.403,6721,7.6,"['ScienceFiction', 'Thriller', 'Mystery']",High,1995
17-11-2002,Die Another Day,37.392,2776,5.9,"['Adventure', 'Action', 'Thriller']",Medium,2002
13-09-2000,Men of Honor,37.368,1717,7.4,['Drama'],High,2000
20-05-1980,The Empire Strikes Back,37.368,13926,8.4,"['Adventure', 'Action', 'ScienceFiction']",High,1980
31-03-2017,Teen Titans: The Judas Contract,37.359,521,7.5,"['ScienceFiction', 'Animation', 'Action']",High,2017
20-01-2016,Lion,37.359,5626,8.1,['Drama'],High,2016
10-08-2006,Codename: Kids Next Door - Operation Z.E.R.O.,37.354,105,8.1,"['Animation', 'ScienceFiction', 'TVMovie']",High,2006
16-08-2019,Iron Mask,37.323,280,6.2,"['Adventure', 'Fantasy']",Medium,2019
06-06-2007,Big Stan,37.317,600,6.3,['Comedy'],Medium,2007
10-09-2015,Everest,37.304,4081,6.8,"['Drama', 'Adventure', 'History']",Medium,2015
24-10-2014,Ouija,37.244,2300,5.1,['Horror'],Medium,2014
16-06-2010,A Serbian Film,37.191,1417,5.5,"['Crime', 'Horror', 'Thriller']",Medium,2010
02-09-2020,Antebellum,37.187,663,6.3,['Horror'],Medium,2020
25-08-2021,Kimetsu no Yaiba Orchestra Concert,37.181,1,2,['Music'],Low,2021
23-11-2013,Bayonetta: Bloody Fate,37.147,66,6.5,"['Animation', 'Action', 'Fantasy']",Medium,2013
27-12-2011,Hostel: Part III,37.136,859,5.1,['Horror'],Medium,2011
09-05-2008,The Babysitters,37.122,324,5.9,['Drama'],Medium,2008
09-01-2019,The Dude in Me,37.118,81,8.1,"['Fantasy', 'Comedy']",High,2019
07-10-2020,Books of Blood,37.09,227,6.6,"['Horror', 'ScienceFiction']",Medium,2020
17-12-2020,What Lies Below,37.085,106,5.3,"['Horror', 'Mystery', 'Thriller', 'ScienceFiction']",Medium,2020
04-06-2014,The Rover,37.079,732,6.3,"['Crime', 'Drama']",Medium,2014
07-07-1995,Species,37.077,1225,5.9,"['ScienceFiction', 'Horror', 'Action']",Medium,1995
26-03-2021,A Week Away,37.074,276,7.1,"['Drama', 'Family', 'Music', 'Romance']",High,2021
14-10-2014,The Loft,37.074,1200,6.4,['Thriller'],Medium,2014
14-08-2019,Good Boys,37.072,1427,6.9,['Comedy'],Medium,2019
29-07-2005,Semen Demon,37.032,10,6.3,"['Horror', 'Fantasy']",Medium,2005
19-06-2009,Transformers: Revenge of the Fallen,37.032,6945,6.1,"['ScienceFiction', 'Action', 'Adventure']",Medium,2009
01-10-2010,The Social Network,37.03,9796,7.3,['Drama'],High,2010
03-08-1978,Piranha,37.018,455,5.9,"['Horror', 'Comedy']",Medium,1978
24-09-2010,The Virginity Hit,36.956,58,4.6,['Comedy'],Low,2010
08-08-2003,S.W.A.T.,36.952,1944,6.1,"['Action', 'Thriller', 'Crime']",Medium,2003
07-04-1994,Leprechaun 2,36.944,212,5.5,"['Comedy', 'Horror']",Medium,1994
23-10-2013,The Protector 2,36.941,190,5.9,['Action'],Medium,2013
24-10-2019,21 Bridges,36.928,1486,6.8,"['Crime', 'Action', 'Drama']",Medium,2019
11-09-2008,Tinker Bell,36.918,1097,6.8,"['Animation', 'Family', 'Adventure', 'Fantasy']",Medium,2008
07-06-1990,Lionheart,36.858,764,6.5,['Action'],Medium,1990
12-08-2014,Batman: Assault on Arkham,36.852,878,7.4,"['Thriller', 'Animation', 'Action', 'Crime']",High,2014
25-04-2001,Amélie,36.848,9515,7.9,"['Comedy', 'Romance']",High,2001
07-07-2022,Thor: Love and Thunder,36.831,0,0,"['Action', 'Adventure', 'Fantasy']",,2022
21-03-2014,God's Not Dead,36.823,734,6,['Drama'],Medium,2014
22-06-1960,Psycho,36.789,8012,8.4,"['Horror', 'Drama', 'Thriller']",High,1960
12-11-2020,Freaky,36.775,978,6.7,"['Comedy', 'Fantasy', 'Horror', 'Thriller']",Medium,2020
14-09-2012,The Paperboy,36.773,599,5.6,"['Thriller', 'Drama', 'Mystery']",Medium,2012
07-11-2017,I Believe,36.77,54,7,['Family'],Medium,2017
12-05-2021,Danny Boy,36.756,86,6.8,"['Drama', 'War', 'TVMovie']",Medium,2021
14-08-2017,Batman and Harley Quinn,36.744,470,6.2,"['Adventure', 'Action', 'Animation', 'ScienceFiction']",Medium,2017
10-05-2002,Unfaithful,36.743,1152,6.6,"['Thriller', 'Drama']",Medium,2002
21-08-2013,Young & Beautiful,36.734,970,6.4,['Drama'],Medium,2013
05-10-2018,Anoko no Toriko,36.711,11,5.9,"['Romance', 'Comedy']",Medium,2018
02-11-2000,Charlie's Angels,36.707,3431,5.8,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",Medium,2000
